Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Georgia,GEO,"Labor force, total",SL.TLF.TOTL.IN,2071061,2080870,2053666,2072665,2090740,2059913,2051071,2040890,2032911,2022124
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3500.52749285613,3751.00347585304,3898.55468933135,4069.42450017196,4185.81387602049,4304.89618097718,4512.76110026501,4734.37739920366,4985.82447812425,..
Georgia,GEO,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,76.5849990844727,77.0416030883789,75.8452987670898,76.133903503418,76.0923004150391,77.0001983642578,73.7967987060547,72.1043014526367,71.9781036376953,..
Georgia,GEO,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,68.3920974731445,69.994499206543,69.5070037841797,69.9477005004883,71.1895980834961,69.7698974609375,66.8691024780273,65.4527969360352,64.1253967285156,..
Georgia,GEO,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,34.182201385498,33.3059005737305,35.3166007995605,35.2901000976563,34.6669006347656,34.904899597168,40.4668998718262,36.249698638916,35.2570991516113,..
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,99.5861892700195,..,..,99.3642578125,..,..,..
Germany,DEU,"Population ages 15-64, total",SP.POP.1564.TO,52809101,52878539,53010250,53192333,53557394,53852728,53874035,53819953,53734979,..
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN,41659627,41735942,42101062,42318973,42592924,43055076,43289005,43560137,43577709,43506216
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43969.259276339,44070.9217011381,44139.0324281303,44933.7204124885,45321.4029527014,45959.5746129064,46916.8241814135,47490.5171174224,47628.0291017522,..
Germany,DEU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,74.3945999145508,74.1642990112305,73.9825973510742,73.6421966552734,73.3419036865234,73.7539978027344,73.5552978515625,73.4419021606445,74.0659027099609,..
Germany,DEU,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,63.834300994873,63.6516990661621,63.8148002624512,64.0954971313477,63.6841011047363,64.6239013671875,64.4532012939453,64.2192001342773,64.4712982177734,..
Germany,DEU,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,40.3294982910156,40.2897987365723,40.7566986083984,37.146900177002,37.219898223877,38.0371017456055,38.8699989318848,39.2988014221191,40.2616996765137,..
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Population ages 15-64, total",SP.POP.1564.TO,14735645,15134178,15538692,15952150,16376583,16789140,17219574,17662326,18110124,..
Ghana,GHA,"Labor force, total",SL.TLF.TOTL.IN,10787589,11020927,11251257,11479968,11708016,12006769,12304378,12611514,12917053,13222264
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1446.37163070702,1543.76398423026,1618.59784984947,1627.76028143369,1625.90582584245,1644.59800912297,1739.46749204249,1808.32722017919,1884.28485989233,..
Ghana,GHA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,80.5222015380859,..,83.8936996459961,..,65.4306030273438,..,..,..
Ghana,GHA,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,69.3856964111328,..,69.4484024047852,..,55.073600769043,..,..,..
Ghana,GHA,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,75.7716979980469,..,70.1279983520508,..,61.6727981567383,..,..,..
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,79.0396423339844,..,..
Gibraltar,GIB,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Population ages 15-64, total",SP.POP.1564.TO,7279540,7214133,7136265,7063412,6992363,6952093,6925566,6898397,6875799,..
Greece,GRC,"Labor force, total",SL.TLF.TOTL.IN,4984694,4944480,4894597,4839603,4825534,4821995,4812433,4804346,4776602,4729920
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,24495.7111408242,22830.5267783973,22251.2572849313,22565.6804783288,22615.3945784347,22666.2862274074,23052.9862313961,23546.6395364556,24024.2339943931,..
Greece,GRC,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,79.4225997924805,79.1583023071289,77.9238967895508,76.0315017700195,76.2695007324219,76.2273025512695,75.9075012207031,76.1411972045898,76.0530014038086,..
Greece,GRC,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,61.6841011047363,61.5276985168457,60.8712997436523,61.0421981811523,60.6531982421875,60.9483985900879,60.9729995727539,60.4261016845703,60.3755989074707,..
Greece,GRC,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,39.0043983459473,37.475700378418,36.581901550293,35.6694984436035,34.7449989318848,33.8582000732422,32.8424987792969,31.790599822998,29.5118007659912,..
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,97.3687362670898,..,..,..,..,..,..,97.9359512329102,..,..
Greenland,GRL,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43781.4625641366,44454.3735497748,44131.2517597431,46378.3830305527,45351.1394675318,47413.6224796636,47647.6498925073,49311.7670601587,..,..
Greenland,GRL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Population ages 15-64, total",SP.POP.1564.TO,70961,71713,72490,73142,73622,74055,74321,74470,74600,..
Grenada,GRD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7274.72313572426,7147.18918737909,7266.28734042283,7747.50073076196,8194.2381676678,8449.30776858458,8775.89864433273,9091.76153084554,9330.0409096764,..
Grenada,GRD,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.5999984741211,..,..,..,..,..,..
Guam,GUM,"Population ages 15-64, total",SP.POP.1564.TO,104440,104787,105122,105573,106176,106919,107857,108887,109872,..
Guam,GUM,"Labor force, total",SL.TLF.TOTL.IN,77246,77515,77820,78233,78662,79255,80074,80919,81746,82814
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,30690.4366504784,31252.6636152997,31741.5211298832,32169.5644356757,32151.9120777962,32027.5816012056,31847.6496791422,31477.266910582,..,..
Guam,GUM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Population ages 15-64, total",SP.POP.1564.TO,8276713,8512533,8746882,8984298,9225408,9456706,9693118,9931186,10163604,..
Guatemala,GTM,"Labor force, total",SL.TLF.TOTL.IN,5455459,6048372,5761695,5970103,6097908,6307795,6498737,6680520,6847286,7035044
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2965.15320617913,2999.42276262614,3056.15268360652,3137.26029839356,3210.86967711593,3242.63692195908,3286.74128937979,3338.54746449244,3413.27003683686,..
Guatemala,GTM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,85.8210983276367,87.2509002685547,85.844596862793,79.6392974853516,85.2110977172852,82.5612030029297,82.0997009277344,..,..,..
Guatemala,GTM,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,71.0308990478516,80.0904998779297,74.6723022460938,72.1404037475586,76.4113998413086,72.4987030029297,73.0524978637695,..,..,..
Guatemala,GTM,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,63.8629989624023,67.5921020507813,58.7032012939453,60.7961006164551,60.6242980957031,61.1110000610352,61.611499786377,..,..,..
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,78.2648620605469,77.0386734008789,81.2858963012695,..,..,..,..,..,..
Guinea,GIN,"Population ages 15-64, total",SP.POP.1564.TO,5313637,5458528,5612439,5777362,5954577,6158659,6377069,6607372,6846423,..
Guinea,GIN,"Labor force, total",SL.TLF.TOTL.IN,3538622,3623264,3713630,3810625,3915430,4029992,4151690,4285745,4444072,4608054
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,694.603134542634,719.698172703926,731.558867799855,741.038135190672,750.470659041145,809.954582525568,869.31657990436,897.265950227405,920.83108620247,..
Guinea,GIN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,32.0038414001465,..,..,..,..,..,..
Guinea-Bissau,GNB,"Population ages 15-64, total",SP.POP.1564.TO,847351,871692,897055,923025,949400,974703,1000771,1027817,1056182,..
Guinea-Bissau,GNB,"Labor force, total",SL.TLF.TOTL.IN,636589,655738,675267,695515,715727,735684,756163,777324,799652,822891
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,587.140383038061,561.986650036213,565.047969925518,555.605048729962,574.491700576592,594.978358692716,614.439429918411,622.079825417697,634.906322876591,..
Guinea-Bissau,GNB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,45.5811614990234,..,..,..,..,..,..
Guyana,GUY,"Population ages 15-64, total",SP.POP.1564.TO,478838,484104,489078,493803,498254,501895,505580,508964,511604,..
Guyana,GUY,"Labor force, total",SL.TLF.TOTL.IN,289313,293155,297089,300937,304559,307920,311323,314014,316951,319199
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3179.85921030323,3332.70302751644,3482.01635788855,3598.3471039862,3688.69225684457,3793.30575464324,3853.70591714256,3992.22625949241,4159.60911667613,..
Guyana,GUY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,78.4443969726563,..,..
Guyana,GUY,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,67.5382995605469,..,..
Guyana,GUY,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,54.0181007385254,..,..
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,85.6397323608398,..,..,..,..,..,..
Haiti,HTI,"Population ages 15-64, total",SP.POP.1564.TO,6018213,6143956,6271125,6397835,6522970,6641406,6758561,6875052,6991864,..
Haiti,HTI,"Labor force, total",SL.TLF.TOTL.IN,4243848,4347840,4454922,4560774,4664609,4768066,4871279,4975289,5080581,5186566
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,691.894267211056,701.445963678329,720.712871117894,730.306352103982,729.119665866674,729.85599969815,728.845001687994,730.296713024986,714.483025739391,..
Haiti,HTI,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,70.9182968139648,..,..,..,..,..,..,..,..
Haiti,HTI,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,54.8137016296387,..,..,..,..,..,..,..,..
Haiti,HTI,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,54.8395004272461,..,..,..,..,..,..,..,..
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,61.691349029541,..,..,..,..
Honduras,HND,"Population ages 15-64, total",SP.POP.1564.TO,5012284,5169252,5329438,5488908,5645133,5799721,5949149,6094644,6238722,..
Honduras,HND,"Labor force, total",SL.TLF.TOTL.IN,3329453,3382450,3648442,3842079,4020478,4109395,4273483,4499704,4614041,4728969
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1939.33862702996,1982.00973784495,2000.79244876186,2025.81419478885,2067.29003376698,2111.19316426974,2176.29516512704,2219.43646867526,2241.23866547752,..
Honduras,HND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,87.7148971557617,83.3788986206055,88.8618011474609,86.1977996826172,85.7181015014648,86.7397003173828,83.6037979125977,86.3080978393555,83.4429016113281,..
Honduras,HND,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,65.2818984985352,63.6459999084473,67.1698989868164,67.4770965576172,68.7249984741211,67.9878005981445,69.4188995361328,73.0737991333008,69.0186996459961,..
Honduras,HND,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,57.2022018432617,55.9878997802734,61.0373001098633,63.1898002624512,61.4933013916016,62.1722984313965,63.5363998413086,65.4632034301758,62.4980010986328,..
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,85.1232986450195,85.3555526733398,85.4644165039063,87.1975326538086,87.9068298339844,88.9874801635742,..,87.2052383422852,..,..
"Hong Kong SAR, China",HKG,"Population ages 15-64, total",SP.POP.1564.TO,5311823,5362466,5365124,5370433,5369755,5359413,5338161,5306904,5268321,..
"Hong Kong SAR, China",HKG,"Labor force, total",SL.TLF.TOTL.IN,3724785,3808754,3882408,3901796,3935838,3951196,3962081,3964816,3953996,3939215
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33888.4923153422,34086.3065403193,35002.5230937495,35717.676320647,36260.5803953148,36818.4955101751,37929.4256732471,38704.2951557912,37957.0684437193,..
"Hong Kong SAR, China",HKG,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,77.629997253418,75.3300018310547,74.9300003051758,74.8899993896484,75.5400009155273,75.2099990844727,..,..,..,..
"Hong Kong SAR, China",HKG,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,66.5899963378906,67.1399993896484,67.9300003051758,67.6500015258789,67.5800018310547,67.2300033569336,..,..,..,..
"Hong Kong SAR, China",HKG,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,48.4000015258789,47.8400001525879,48.689998626709,47.9799995422363,46.5099983215332,46.3699989318848,..,..,..,..
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Population ages 15-64, total",SP.POP.1564.TO,6873528,6826448,6792201,6750522,6701387,6636894,6562819,6493935,6435692,..
Hungary,HUN,"Labor force, total",SL.TLF.TOTL.IN,4316395,4369758,4402691,4527394,4617150,4685790,4714349,4731877,4720629,4703549
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13389.959626871,13261.1969629144,13558.7974763999,14165.7082639959,14745.4899569724,15114.4290851697,15809.773172528,16636.2025918736,17466.0324369838,..
Hungary,HUN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,75.4619979858398,75.2357025146484,74.8620986938477,72.597297668457,72.7125015258789,73.4492034912109,72.818000793457,72.9512023925781,72.9065017700195,..
Hungary,HUN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,63.4659996032715,64.1479034423828,64.2819976806641,63.3153991699219,63.4765014648438,63.8176002502441,64.0830993652344,63.8700981140137,64.0420989990234,..
Hungary,HUN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,26.3369007110596,27.0522003173828,27.7143001556396,24.0303993225098,25.9416999816895,27.1166000366211,27.8041000366211,28.1079998016357,28.1355991363525,..
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,99.0999984741211,..,..,..,..,..,..
Iceland,ISL,"Population ages 15-64, total",SP.POP.1564.TO,213713,214157,215407,216932,218248,220678,225218,230583,235434,..
Iceland,ISL,"Labor force, total",SL.TLF.TOTL.IN,187894,189223,193203,198702,203034,208261,210583,212899,217840,219020
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,43700.7929954964,44032.4252000495,45420.9910245,45853.9634306602,47533.6992532431,49985.1031043035,51045.9400564538,51592.6546059859,51332.1412489425,..
Iceland,ISL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,90.7949981689453,90.9420013427734,90.8094024658203,91.0142974853516,91.7118988037109,91.749397277832,91.3290023803711,90.2083969116211,90.1645965576172,..
Iceland,ISL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,81.7614974975586,81.502799987793,82.0961990356445,84.0188980102539,84.7442016601563,84.515998840332,84.7342987060547,83.285400390625,82.2655029296875,..
Iceland,ISL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,71.0263977050781,70.9580001831055,72.1821975708008,72.7717971801758,73.4005966186523,74.4841995239258,71.5847015380859,70.7729034423828,68.8604965209961,..
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
India,IND,"Population ages 15-64, total",SP.POP.1564.TO,805553576,820297112,835220408,849864260,863969050,877808961,890719320,903098528,915551972,..
India,IND,"Labor force, total",SL.TLF.TOTL.IN,462065519,462943180,467582214,472080476,476339891,480525905,484231730,487622021,494261426,500995152
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1410.426304742,1469.17761007839,1544.61924724913,1640.18070024053,1751.6644288593,1875.73216110818,1986.63290974886,2086.45075048673,2169.1401849748,..
India,IND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,63.198600769043,..,..,..,..,..,59.9392013549805,..,..
India,IND,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,43.6665000915527,..,..,..,..,..,40.7943000793457,..,..
India,IND,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,51.5738983154297,..,..,..,..,..,48.869800567627,..,..
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,69.3025588989258,..,..,..,..,..,..,74.3729934692383,..,..
Indonesia,IDN,"Population ages 15-64, total",SP.POP.1564.TO,162834801,165488379,168131267,170817970,173544644,175876857,178379664,180918098,183307086,..
Indonesia,IDN,"Labor force, total",SL.TLF.TOTL.IN,117859733,120702307,121501756,123126453,124649774,125957742,129622071,132737405,134776525,136694226
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3270.61948985329,3421.27352044829,3563.29986394283,3692.97344616041,3824.27488523624,3968.05591117705,4120.52187883992,4284.68582525458,4450.72450013922,..
Indonesia,IDN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,85.4476013183594,87.9167022705078,86.605598449707,86.4095993041992,85.6206970214844,85.5942993164063,84.9628982543945,81.9134979248047,84.1673965454102,..
Indonesia,IDN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,71.4960021972656,71.7330017089844,71.2144012451172,71.120002746582,70.7789993286133,70.7033996582031,70.814697265625,72.1761016845703,72.0413970947266,..
Indonesia,IDN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,63.5237007141113,63.3437004089355,62.4394989013672,61.9966011047363,61.7112007141113,61.2333984375,61.6776008605957,62.7585983276367,63.1748008728027,..
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,92.8119125366211,..,..,95.1162185668945,95.2179336547852,95.3769683837891,..,95.658561706543,..,..
"Iran, Islamic Rep.",IRN,"Population ages 15-64, total",SP.POP.1564.TO,52941248,53583452,54164394,54696481,55189331,55736647,56240595,56719380,57199667,..
"Iran, Islamic Rep.",IRN,"Labor force, total",SL.TLF.TOTL.IN,24157199,24267244,24357605,24417864,25359406,26559651,27419237,27770616,27903015,28026051
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6695.08228331152,6122.43208981298,6035.28220098466,6232.93541757903,6070.18728372393,6790.63911649316,6948.70442927763,..,..,..
"Iran, Islamic Rep.",IRN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,67.7600021362305,..,..,..,..
"Iran, Islamic Rep.",IRN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,47.8800010681152,..,..,..,..
"Iran, Islamic Rep.",IRN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,48.75,..,..,..,..
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,83.6259918212891,84.6268005371094,84.7052383422852,..,85.5442504882813,..,..,..,..
Iraq,IRQ,"Population ages 15-64, total",SP.POP.1564.TO,17033714,17862516,18750456,19638483,20484550,21141845,21778432,22402882,23027883,..
Iraq,IRQ,"Labor force, total",SL.TLF.TOTL.IN,7599634,7962730,8510817,9082831,9491635,9813997,9800982,10146991,10475720,10808616
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4848.44239867785,5322.38530653205,5508.04357882812,5344.3319642002,5298.10391212163,5930.9488148419,5637.90527139042,5477.64822423846,5591.24929073793,..
Iraq,IRQ,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,64.9774017333984,..,..,..,..,..,..,..,..
Iraq,IRQ,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,58.1017990112305,..,..,..,..,..,..,..,..
Iraq,IRQ,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,39.766300201416,..,..,..,..,..,..,..,..
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,77.1999969482422,72.6999969482422,82.1999969482422,..,83.3000030517578,85.5999984741211,..,..,..
Ireland,IRL,"Population ages 15-64, total",SP.POP.1564.TO,3096398,3082560,3072327,3068647,3072081,3095584,3119517,3150506,3193497,..
Ireland,IRL,"Labor force, total",SL.TLF.TOTL.IN,2252813,2245120,2263599,2267353,2283198,2321591,2344064,2385556,2418323,2440256
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48669.785700893,48573.3772496171,48971.3696835874,52774.5011801883,65432.7344447117,67077.7436062674,71755.9670176427,76662.6743445574,79703.4112556542,..
Ireland,IRL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,82.2049026489258,81.1580963134766,81.3980026245117,80.3949966430664,80.8634033203125,80.7221984863281,81.0082015991211,81.2091979980469,81.03759765625,..
Ireland,IRL,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,68.5290985107422,68.5681991577148,68.0488967895508,67.0794982910156,66.6424026489258,67.4561996459961,66.3686981201172,67.250602722168,67.1328964233398,..
Ireland,IRL,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,37.0359001159668,36.0074005126953,35.4608993530273,33.0738983154297,32.7919006347656,32.6482009887695,30.8243007659912,30.1893005371094,30.4640007019043,..
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,71137.5412756894,73720.5105053997,77548.9141280944,81902.3098604861,81412.8754918569,87381.7868582028,90190.7520492508,..,..,..
Isle of Man,IMN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Population ages 15-64, total",SP.POP.1564.TO,4818704,4887353,4956123,5027873,5104539,5178968,5256726,5338364,5423448,..
Israel,ISR,"Labor force, total",SL.TLF.TOTL.IN,3543445,3642457,3715106,3806769,3876919,3955835,4024831,4102822,4181133,4248718
